komentar,clean,sentimen
The fact that they performed an actual ritual!,the fact that they performed an actual ritual,1
One of the best horror movies I ever seen 9/10,one of the best horror movies i ever seen,1
"i watched it. I think if you understand the story it will be good, the Japanese samurai general, woman head snake, fox spirit, grandpa ghost, fire and wood, the tiger waist spot, etc. But if you think ""horror"" movies have to be scary , jump scares then this is not for you.",i watched it i think if you understand the story it will be good the japanese samurai general woman head snake fox spirit grandpa ghost fire and wood the tiger waist spot etc but if you think horror movies have to be scary jump scares then this is not for you,1
A totally new genre of horror. The concept of creating an evil undead demonic is chilling,a totally new genre of horror the concept of creating an evil undead demonic is chilling,1
I hope it comes out on streaming service soon.,i hope it comes out on streaming service soon,1
It was great!!,it was great,1
Bro i never get scared of any horror movies but this time its different i have finished only half of it and m already scared af and taking shelter here in utube....,bro i never get scared of any horror movies but this time its different i have finished only half of it and m already scared af and taking shelter here in utube,1
"It was really bullshit nothing to do with horror it was more like fantasy/ thriller. No jumpscares, no actual scary moments , it was more like a story telling. For someone who wants to get scared definitely NOT it",it was really bullshit nothing to do with horror it was more like fantasy thriller no jumpscares no actual scary moments it was more like a story telling for someone who wants to get scared definitely not it,1
"I hope it is good, last 4 korean movies I watched were very boring and bad",i hope it is good last korean movies i watched were very boring and bad,1
wait kim goeun and lee  do hyun !!! two amazing actorssss,wait kim goeun and lee do hyun two amazing actorssss,1
"Can someone explain to me the last part during Hwarim hide behind a big tree, communicating with the demon....all of sudden, an old woman appeared causing the demon return to its grave. Who is the Old woman???",can someone explain to me the last part during hwarim hide behind a big tree communicating with the demonall of sudden an old woman appeared causing the demon return to its grave who is the old woman,1
1000% agree,agree,1
He's her protege.,hes her protege,1
Really? Maybe you should’ve turned the sound off when watching that scene. It might just be a placebo effect,really maybe you shouldve turned the sound off when watching that scene it might just be a placebo effect,1
Me too😂🙋🏻‍♀️,me too,1
​ @Deepu..007  how is it?? And where to watch,deepu how is it and where to watch,1
Did you? I just did and felt like i wasted my full time watching this. Other than acting and locations nothings interesting. boring as heck for me.,did you i just did and felt like i wasted my full time watching this other than acting and locations nothings interesting boring as heck for me,1
I guess that lady is her grandmother but even I'm struggling with the ending. One needs cultural knowledge to understand this movie,i guess that lady is her grandmother but even im struggling with the ending one needs cultural knowledge to understand this movie,1
"여주인공의  죽은 할머니...즉 ,수호신",,1
"Is it worth the watch? Never seen a Korean movie before...

P.S: hate horror movies that have jump scares and no logic or story behind.",is it worth the watch never seen a korean movie beforeps hate horror movies that have jump scares and no logic or story behind,1
so... can anyone explain the ending?,so can anyone explain the ending,1
The movie was insane 😵& so engaging to watch.. woof🔥,the movie was insane so entidakging to watch woof,1
"🎥 EXHUMA (2024)
LANGUAGE :- KOREAN

ONE OF THE HELL OF AN EXPERIENCE 🔥🥵👌🏻

RE-DEFINING SUPERNATURAL STORIES, CULTURAL RITUALS AND THE ENTIRE HORROR GENRE 💥👌🏻

A TERRIFIC TREAT FOR HORROR FANS 💯👌🏻

NEVER MISS IT 🔥",exhuma language koreanone of the hell of an experience redefining supernatural stories cultural rituals and the entire horror genre a terrific treat for horror fans never miss it,1
i just watched this! pretty good! ✌✌🧡🧡,i just watched this pretty good,1
omg,omg,1
bro im about to watch it but I'm a scardy cat so can anyone tell me it the movie is scary or not?  i mean does it has any ghost scenes?,bro im about to watch it but im a scardy cat so can anyone tell me it the movie is scary or not i mean does it has any ghost scenes,1
Still don't get what curse the Japanese general is suppose to hold.,still dont get what curse the japanese general is suppose to hold,1
"lol, miss the old days when Korean stuff was light hearted and fun. Stuff is too dark for me these days.",lol miss the old days when korean stuff was light hearted and fun stuff is too dark for me these days,1
Please someone tell me a site where i can watch this with english subtitles 😢,please someone tell me a site where i can watch this with english subtitles,1
Where to watch this movie?,where to watch this movie,1
Where can I get it?,where can i get it,1
Svaha the sixth fingers the priest,svaha the sixth fingers the priest,1
This movie is great. The whole cast is superb,this movie is great the whole cast is superb,1
"5/10 for me, wasted almost 2 hours of my time..😅🤣",for me wasted almost hours of my time,1
I see choi min sik and I'm in,i see choi min sik and im in,1
Don't know if I dare watch this after the wailing,dont know if i dare watch this after the wailing,1
done wàxhing love it,done wxhing love it,1
9/10 this is how u make horror movie. Not typical jump scare shit (there is some),this is how u make horror movie not typical jump scare shit there is some,1
i love that it has both japenese and korean lore and how it came from a evil spirit grnadfather to a samurai demon oni is just a top notch movie,i love that it has both japenese and korean lore and how it came from a evil spirit grnadfather to a samurai demon oni is just a top notch movie,2
No jump scares. Jang jae hyun's movies don't have jump scares. But it's an occult genre movie. So if you're the type of person who says 'that doesn't make sense scientifically ' then it's not a movie for you,no jump scares jang jae hyuns movies dont have jump scares but its an occult genre movie so if youre the type of person who says that doesnt make sense scientifically then its not a movie for you,1
" @orxihui  watched the movie and loved it ! Amazing work, amazing story and suspense buildup. Although somethings I couldn't understand so I had to ask YouTube about it... Lol",orxihui watched the movie and loved it amazing work amazing story and suspense buildup although somethings i couldnt understand so i had to ask youtube about it lol,1
"It has to do with East Asian culture. Samurai were made out of iron pits and were related to fire. Their trade-offs are wood and water, so they could be beaten with blood-soaked wood. It may be hard to understand, but during the colonial period, Japan stuck iron pits into important points in order to break the flag of the Republic of Korea.",it has to do with east asian culture samurai were made out of iron pits and were related to fire their tradeoffs are wood and water so they could be beaten with bloodsoaked wood it may be hard to understand but during the colonial period japan stuck iron pits into important points in order to break the flag of the republic of korea,1
is it available in hindi in cinemas ?,is it available in hindi in cinemas,1
in india is it in korean or hindi,in india is it in korean or hindi,1
 @848shaikhneha3  Korean with English Subtitles available,shaikhneha korean with english subtitles available,1
It is more of a thriller than horror.,it is more of a thriller than horror,1
"In Korean cultural belief, when someone dies without proper handling or is buried in a cursed place......the soul is not peaceful and starts to be a bad ghost . The pro-japanese Korean general was punished to be buried in a cursed place due to his pro-japanese colonisation activities during his lifetime.",in korean cultural belief when someone dies without proper handling or is buried in a cursed placethe soul is not peaceful and starts to be a bad ghost the projapanese korean general was punished to be buried in a cursed place due to his projapanese colonisation activities during his lifetime,1
asianvote and dramacool,asianvote and dramacool,1
Hitv,hitv,1
uTorrent and yts,utorrent and yts,1
Nkiri,nkiri,1
 @oliveirasingson7592  thank you so muchh,oliveirasingson thank you so muchh,1
Amazon prime,amazon prime,1
YES!  I absolutely agree!,yes i absolutely agree,1
No joke! 진짜 재밌음,no joke,1
Satanic garbage no thanks.,satanic tidakrbage no thanks,1
i heard about the staff feeling nausated after she was doing the ritual,i heard about the staff feeling nausated after she was doing the ritual,1
Are there any ghosts or jump scares in the film?,are there any ghosts or jump scares in the film,1
Some real scary stuff,some real scary stuff,1
"Not that good. For me at least.

I normally like Korean movies, and I expect this one to be one of the best, seeing the hype around it, yet I left the cinema a bit disappointed. 

It was a decent watch don't get me wrong, but the writing was not that good as I could predict most of the plot through half way of the story, and the hate Japanese is another turned off for me. When they start by letting the female mc speak in Japanese, but stating that she is Korean, my excitement already died down as I knew what was coming.

Not that I'm trying to defend Japanese for what they have done in the past, but growing up watching Chinese dramas full of that hate (my country entertainment sucks back then), along with hundreds verions of Journey to the West, and Legend of Condor Heroes, got me so sick of these.

Also, expecting it to be a horror instead of thriller could be a part of the reason for that.",not that good for me at leasti normally like korean movies and i expect this one to be one of the best seeing the hype around it yet i left the cinema a bit disappointed it was a decent watch dont get me wrong but the writing was not that good as i could predict most of the plot through half way of the story and the hate japanese is another turned off for me when they start by letting the female mc speak in japanese but stating that she is korean my excitement already died down as i knew what was comingnot that im trying to defend japanese for what they have done in the past but growing up watching chinese dramas full of that hate my country entertainment sucks back then along with hundreds verions of journey to the west and legend of condor heroes got me so sick of thesealso expecting it to be a horror instead of thriller could be a part of the reason for that,1
Go eun is my favourite actress 🥹she always has top notch acting…I love this woman,go eun is my favourite actress she always has top notch actingi love this woman,2
waste of time,waste of time,1
이 트레일러는 박찬욱 감독의 <아가씨>의 트레일러에서 영감을 받은 듯,,1
Superstition is stupid.,superstition is stupid,1
reading on the comment sections make me tempted to watch it,reading on the comment sections make me tempted to watch it,1
Well actor lee do hyun is on our big screen again . korean actors is a topnotch . 🇵🇭🇵🇭🇵🇭🇰🇷🇰🇷🇰🇷🇰🇷,well actor lee do hyun is on our big screen atidakin korean actors is a topnotch,2
"Just watched it started of great first half was good but I didn't like the next half of the story because I liked the part, them beating drums and kim go eun getting possessed and the ancestor wanting to take his generation with him like holding a grudge that something I have seen in my culture so I 100% believe that whole part but after that part was ended and they found another sealed coffin that was really unnecessary for me that part didn't come off strong to me also Kim go eun never disappoints with her acting...",just watched it started of great first half was good but i didnt like the next half of the story because i liked the part them beating drums and kim go eun getting possessed and the ancestor wanting to take his generation with him like holding a grudge that something i have seen in my culture so i believe that whole part but after that part was ended and they found another sealed coffin that was really unnecessary for me that part didnt come off strong to me also kim go eun never disappoints with her acting,1
It appalled me that the movie is based on historical fact during the Japanese colonial era,it appalled me that the movie is based on historical fact during the japanese colonial era,1
Kim go eun she nailed at being a shaman!,kim go eun she nailed at being a shaman,1
Kim go eun and Lee do hyun???? Oh this is gonna be amazing,kim go eun and lee do hyun oh this is gonna be amazing,1
boring,boring,1
"This movie was insanee omgg the plot twist😭 kek saat lu berpikir cerita dan terornya udah selesai, no, its not. Justru itu baru mulai gilaaaa😭😭😭",this movie was insanee omgg the plot twist kek lu berpikir cerita terornya udah selesai no its not gilaaaa,1
Great show already watch it..all those who loves horror movie must watch this!! 10/10,great show already watch itall those who loves horror movie must watch this,1
영화 시작부터 끝까지 너무 무서워요~ 하지만 너무 재미있어요,,1
Yeah. Too much tomato sauce.,yeah too much tomato sauce,1
Wht is that  scary,wht is that scary,1
"Someone said in the comments above that it didn't have much jumps scare, on the scale is about 5/10 of jump scare because it's more focussing on telling story. But she said it was sooooo gooddd, even without the jumps scare..😂",someone said in the comments above that it didnt have much jumps scare on the scale is about of jump scare because its more focussing on telling story but she said it was sooooo gooddd even without the jumps scare,1
​ @aneliaperdana9488  cause story is everything thing in movie,aneliaperdana cause story is everything thing in movie,1
Hi! Would you please tell me where I can watch it?,hi would you please tell me where i can watch it,1
"It was boring tbh. Anticipated the plot from miles away. Plus Go eun ain't even doing much to help the others, which got me so frustrated to watch.",it was boring tbh anticipated the plot from miles away plus go eun aint even doing much to help the others which got me so frustrated to watch,1
If u haven’t watched this movie then you’re 100% missing out on a dope ass horror movie my friend real talk yo 💯💯💯,if u havent watched this movie then youre missing out on a dope ass horror movie my friend real talk yo,1
The movie was sooooo freaking dope my friend 😲😲😲💯💯💯,the movie was sooooo freaking dope my friend,1
"wait, Kim Jong Un is in this movie?",wait kim jong un is in this movie,1
​ @BillyApparently  Read it again,billyapparently read it atidakin,1
"Excellent direction, but not really scary; I feel like the only reason this film is really popular is because kmovies about shamanism are rare.",excellent direction but not really scary i feel like the only reason this film is really popular is because kmovies about shamanism are rare,1
"This is gonna be a hit 
I can feel it",this is gonna be a hit i can feel it,1
Can't wait to see this.,cant wait to see this,1
"Watched it at Cineplex in Toronto, North York last week. Some people can disappoint a bit about the ending part. In overall, it was worth it 100%! It wasn't only scary, but funny too. It gets more interesting closer to the ending part when the movie will really make you laugh, then make you scared, then laugh again. lol. spoiler alert = 🔥🔥🔥🔥🔥",watched it at cineplex in toronto north york last week some people can disappoint a bit about the ending part in overall it was worth it it wasnt only scary but funny too it gets more interesting closer to the ending part when the movie will really make you laugh then make you scared then laugh atidakin lol spoiler alert,1
Can someone tell me did you think it was scary??,can someone tell me did you think it was scary,1
Where can i watch this other than cinema? 😊,where can i watch this other than cinema,1
can't wait to see 🎉🎉🎉,cant wait to see,1
"The plot twist was insane, 10/10 would recommend 🔥🔥",the plot twist was insane would recommend,1
The depth of acting by Korean actors is top-notch.,the depth of acting by korean actors is topnotch,2
The great Choi Min Sik is back!,the great choi min sik is back,1
Sucks,sucks,1
Korea been on a role lately.,korea been on a role lately,1
The CAST !!!,the cast,1
해외 트레일러다 보니 이해하기 힘들 굿 장면은 빼고 갔네.,,1
Choi min-sik doesn't do bad movies,choi minsik doesnt do bad movies,1
Must watch,must watch,1
Such a great movie!!! It’s not the typical scary ghost movie either. 5 stars ⭐️⭐️⭐️⭐️⭐️,such a great movie its not the typical scary ghost movie either stars,1
where can I watch it,where can i watch it,1
The twist and double story gonna make your jaw dropped,the twist and double story gonna make your jaw dropped,1
kim go eun 💙🇵🇭,kim go eun,1
"In my country, this film even broke the record as the number 1 best-selling Korean film and is still showing in cinemas😊",in my country this film even broke the record as the number bestselling korean film and is still showing in cinemas,1
 @coffeevanilla2801 Rightfully so my friend bcuz it was that freaking amazing imo👍👍👍💯💯💯 What country are u from if u don’t mind me asking my friend?,coffeevanillarightfully so my friend bcuz it was that freaking amazing imo what country are u from if u dont mind me asking my friend,1
You’re 110% spot on my friend 💯💯💯,youre spot on my friend,1
"yes, it is.. worth to watch",yes it is worth to watch,1
hi tv app,hi tv app,1
 @kawtarelstanej1133  thanksss,kawtarelstanej thanksss,1
​ @kawtarelstanej1133 but it's not free,kawtarelstanejbut its not free,1
Sflix,sflix,1
What was the plot twist man I js watched it idk if it was ab the soul or that demon lmao,what was the plot twist man i js watched it idk if it was ab the soul or that demon lmao,1
 @skwqvd  the fact that there was a Japanese samurai demon dude,skwqvd the fact that there was a japanese samurai demon dude,1
Wtf.. there is no as such plot though film is good not extraordinary but not bad either,wtf there is no as such plot though film is good not extraordinary but not bad either,1
Dude that was a year ago,dude that was a year ago,1
"on a scale 1 to 10 on jumpscare, what would you rate it?",on a scale to on jumpscare what would you rate it,1
" @ttttola02  in terms of jump scares the movie doesn't have more than around 3,it focuses on story telling instead,I wouldn't go as far as to say that the movie was really scary rather it was a nice thriller movie with an insane plot twist at the end,

Anyway it's probably a 5/10 on the jump scares scale

But don't let that stop you from seeing the movie because it gets SO GOOD after the first hour",ttttola in terms of jump scares the movie doesnt have more than around it focuses on story telling insteadi wouldnt go as far as to say that the movie was really scary rather it was a nice thriller movie with an insane plot twist at the endanyway its probably a on the jump scares scalebut dont let that stop you from seeing the movie because it gets so good after the first hour,2
"​ @ttttola02  Jumpscare I don't think so, but it's just creepy, I felt nauseous in few scenes",ttttola jumpscare i dont think so but its just creepy i felt nauseous in few scenes,1
2​ @ttttola02 ,ttttola,1
Going to watch it cause of this comment,going to watch it cause of this comment,1
"I just got done with watching and it's honestly pretty underwhelming, I liked the first half but I find the later parts to be pretty bland especially with the japanese monster reveal. I'm not here to hate on the movie tho, I just want a different viewpoint so I can understand what's so good about it and on why it's so highly rated.",i just got done with watching and its honestly pretty underwhelming i liked the first half but i find the later parts to be pretty bland especially with the japanese monster reveal im not here to hate on the movie tho i just want a different viewpoint so i can understand whats so good about it and on why its so highly rated,1
Lee Do Hyun and Kim Go Eun both  are very talented,lee do hyun and kim go eun both are very talented,1
​ @nancy.nishino    YESS ❤,nancynishino yess,1
"I couldn't agree more.  I LOVE the fact that Korea makes films that are completely unique and individualized!!  They aren't cookie-cutter, ""by-the-numbers"" crap like what's being produced in the U.S these days.  S. Korea makes some very serious dramatic thrillers!!  Memories of Murder is another absolutely fantastic film but for me, there probably won't be a Korean movie better than Oldboy.",i couldnt agree more i love the fact that korea makes films that are completely unique and individualized they arent cookiecutter bythenumbers crap like whats being produced in the us these days s korea makes some very serious dramatic thrillers memories of murder is another absolutely fantastic film but for me there probably wont be a korean movie better than oldboy,1
 @wangson are u from the US?,wangsonare u from the us,1
" @wangson you can get completely unique American movies lol, don’t just be looking at what’s in theaters",wangsonyou can get completely unique american movies lol dont just be looking at whats in theaters,1
" @wangson  As a Korean, I agree. I afraid that the parasite is the final master piece in Korean movie history. Nowadays I can't find the recommend films anymore.",wangson as a korean i agree i afraid that the parasite is the final master piece in korean movie history nowadays i cant find the recommend films anymore,1
"i think its their nature, their work ethics, their mindsets and professionalism is best.",i think its their nature their work ethics their mindsets and professionalism is best,1
🤣🤣🤣,,1
I agree bro,i agree bro,1
"That only, story is boring af and too slow. Regret watching this one, rather wouldve watched a recap of this. 😅",that only story is boring af and too slow regret watching this one rather wouldve watched a recap of this,1
YES!!!,yes,1
Sucks for you😂😂😂,sucks for you,1
It’s 1000000000% a must watch my friend 💯💯💯,its a must watch my friend,1
"Nah, look like it sucks",look like it sucks,1
youtube,youtube,1
​ @GrannyPanny111  share the link plsss,grannypanny share the link plsss,1
spoil me please 🥺,spoil me please,1
​ @chrisathian5450 ok🥹🥹,chrisathianok,1
"Can you explain to me. I'm little confused. I know it was the grandfather in the beginning, but who was the guy in the armor. Why was he buried there with the grandfather.",can you explain to me im little confused i know it was the grandfather in the beginning but who was the guy in the armor why was he buried there with the grandfather,1
" @chialee3459  He was a Japanese army general who was buried with iron stake inside of him for sake of ritual. Basically he’s now the protector of iron stake. What is iron stake here? Well during Japanese-Korean war Japanese dug iron stakes at various energy points, they thought through them they can control energy or control over Korea. The fox was basically the monk who did Japanese ritual n tiger was the Japanese general. When he died he thought that he would be buried in sacred place but instead he was buried with the stake in him in Korea.",chialee he was a japanese army general who was buried with iron stake inside of him for sake of ritual basically hes now the protector of iron stake what is iron stake here well during japanesekorean war japanese dug iron stakes at various energy points they thought through them they can control energy or control over korea the fox was basically the monk who did japanese ritual n tiger was the japanese general when he died he thought that he would be buried in sacred place but instead he was buried with the stake in him in korea,1
 @chialee3459  It was a Japanese soldier who was cursed by the Japanese monk,chialee it was a japanese soldier who was cursed by the japanese monk,1
​,,1
Okay am gonna go watch it now 😂❤,okay am gonna go watch it now,1
 @Xch-68jz8  link of what?,xchjz link of what,1
"There's no twist or double story 

You fake ass reviewers are everywhere!!!",theres no twist or double story you fake ass reviewers are everywhere,1
Fr,fr,1
Where did you all watch this drama please tell me,where did you all watch this drama please tell me,1
where do i watch it?,where do i watch it,1
"There isn't a twist or a double story
Stop lying 🤥",there isnt a twist or a double storystop lying,2
 @ZuluHotel1977  Umm year there is a mid twist. Initially it was about the grandfather but noone was expecting the second coffin.,zuluhotel umm year there is a mid twist initially it was about the grandfather but noone was expecting the second coffin,1
where did u watch it?,where did u watch it,1
Loklok​ @moni7z ,loklokmoniz,1
​@moni7zon internet 😂😂,monizon internet,1
 @moni7z  cinema ofc,moniz cinema ofc,1
"I watch it 2 times still dont understand at all, this movie
 theory just so hard to speculate",i watch it times still dont understand at all this movie theory just so hard to speculate,1
​ @child_soul where did you watched it??😭😭,childsoulwhere did you watched it,1
​ @child_soul  😭😭 Even my sister and I are struggling to understand.,childsoul even my sister and i are struggling to understand,1
​ @child_soul you guys are dumb😅😅,childsoulyou guys are dumb,1
What if I don't have a jaw?,what if i dont have a jaw,1
​ @ScaryEnding 😂,scaryending,1
"Spoiler;




I initially thought it would be funny if there's another ⚰️ under the first one during the grave removal lmao.",spoileri initially thought it would be funny if theres another under the first one during the grave removal lmao,1
 @FP19487 U really thought that? Lmfao. I truly & honestly had no idea hahaha. This movie was sooo freaking AMAZING 💯💯💯,fpu really thought that lmfao i truly honestly had no idea hahaha this movie was sooo freaking amazing,1
Kim Go Eun is so Amazing here,kim go eun is so amazing here,1
The end credits music is very nice. Can't wait to listen again,the end credits music is very nice cant wait to listen atidakin,1
"Definitely a remake of ""The Wailing"". From the comments, however, it seems to be a bit better.",definitely a remake of the wailing from the comments however it seems to be a bit better,1
wow same as the wailing,wow same as the wailing,1
THE MOVIE WAS SOO GOOD AND CAN BE COMPARED TO ALL THE TOP KMOVIE LIKE PARASITE AND TRAIN TO BUSAN,the movie was soo good and can be compared to all the top kmovie like parasite and train to busan,2
"unya mga kababayan, nindot?",unya mtidak kababayan nindot,1
"I just watched it today, really a good movie, its really different from other ghost movies that i have ever watch. Love everything in this movie.",i just watched it today really a good movie its really different from other ghost movies that i have ever watch love everything in this movie,1
Got the chance to watch the movie and it was thrilling movie..great actors as well,got the chance to watch the movie and it was thrilling moviegreat actors as well,1
the wailing still the best,the wailing still the best,1
"i have seen many films with asian actors and can count on 1 hand the number of actors who were asian & menacing, or intimidating. the girl from the ring, that hair over the face character , and Choi Min-sik in any film he plays a menacing character. i never saw the movie where he fights in the hallway, but in 'i saw the devil' both he & the protagonist were intimidating. obviously Choi Min-sik was far more so, but my point is not the characters role, but rather Choi Min-sik's ability to instill the emotional response in a viewer.",i have seen many films with asian actors and can count on hand the number of actors who were asian menacing or intimidating the girl from the ring that hair over the face character and choi minsik in any film he plays a menacing character i never saw the movie where he fights in the hallway but in i saw the devil both he the protagonist were intimidating obviously choi minsik was far more so but my point is not the characters role but rather choi minsiks ability to instill the emotional response in a viewer,1
Please tell me where can i watch it,please tell me where can i watch it,1
Watch this yesterday. It should have been a little longer,watch this yesterday it should have been a little longer,1
Anyone else getting The Wailing vibes with this one?😈,anyone else getting the wailing vibes with this one,1
"Holly shit !!! I thought this is a comedic movie. It turn out as ""The Conjuring"" level of horror. Trust me it is a movie that give you a very  nice sense of thrill.",holly shit i thought this is a comedic movie it turn out as the conjuring level of horror trust me it is a movie that give you a very nice sense of thrill,1
Is it considered horror Film?,is it considered horror film,1
At last the queen .. Kim Go Eun .. is back on big screen to show why everyone else is out of her league.. because she is the best.,at last the queen kim go eun is back on big screen to show why everyone else is out of her league because she is the best,1
Ggone jjang,ggone jjang,1
🔥🔥🔥🔥,,1
"Kim Go-eun is returning to the silver screen again. Can't wait! Excited to see Minsik, Goeun, Haijin, and Dohyun in Jang Jae-hyun's EXHUMA.",kim goeun is returning to the silver screen atidakin cant wait excited to see minsik goeun haijin and dohyun in jang jaehyuns exhuma,1
"it comes down to one's personal taste, I have watched both, and for me, the wailing is better. But that doesn't mean Exhuma sucks.",it comes down to ones personal taste i have watched both and for me the wailing is better but that doesnt mean exhuma sucks,1
 @Wonwonssi Facts. Both movies is dope & must watch but The Wailing is 1000000000% better for sure but it’s kinda hard to top The Wailing tho lmfao. It’s like a top 10 movies of all time when talking about Korean horror movies 💯💯💯,wonwonssifacts both movies is dope must watch but the wailing is better for sure but its kinda hard to top the wailing tho lmfao its like a top movies of all time when talking about korean horror movies,2
"Pretty same , wailing better . This look like it sucks",pretty same wailing better this look like it sucks,1
Don't lie lol,dont lie lol,1
 @JohnDoe-kq2nc It’s def better than Busan tho but not better than Parasite 💯💯💯,johndoekqncits def better than busan tho but not better than parasite,1
Nah. Its better. Busan overrated,its better busan overrated,1
 @rsolo9294 Busan is a good movie ngl but I think ppl hella OVERRATES that movie like no other. This movie is 100% def better than Busan but not better than Parasite 💯💯💯,rsolobusan is a good movie ngl but i think ppl hella overrates that movie like no other this movie is def better than busan but not better than parasite,1
"if you like Exhuma, you should give The Wailing a try. it was a 2016 korean movie if i'm not mistaken, and it'a popular in Korea. the themes also revolve around exorcism, shamanism, and japanese. i'd say The Wailing is much more tragic, but both The Wailing and Exhuma are superb!",if you like exhuma you should give the wailing a try it was a korean movie if im not mistaken and ita popular in korea the themes also revolve around exorcism shamanism and japanese id say the wailing is much more tragic but both the wailing and exhuma are superb,1
 @Rach-zd5tm The Wailing is 100% a fan fav/goat of Korean horror movies my friend real talk!!! It’s sooooo good. Both movies is phenomenal but I’d say The Wailing is a lil bit better than Exhuma. U can’t go wrong with either movies tho imo 💯💯💯,rachzdtmthe wailing is a fan favgoat of korean horror movies my friend real talk its sooooo good both movies is phenomenal but id say the wailing is a lil bit better than exhuma u cant go wrong with either movies tho imo,1
 @Rach-zd5tm  What if you're a big fan of The Wailing and Exhuma. Then what? I just rewatch these 2 movies?,rachzdtm what if youre a big fan of the wailing and exhuma then what i just rewatch these movies,1
"​ @Rach-zd5tm I never understood the wailing. Which is good and which is bad. Is the japanese good guy, or the girl ghost is good?",rachzdtmi never understood the wailing which is good and which is bad is the japanese good guy or the girl ghost is good,1
Where did u watch it??,where did u watch it,1
Where can I watch it please,where can i watch it please,1
Where can I watch this movie?,where can i watch this movie,1
 @parulpatel1349  vegamovies,parulpatel vetidakmovies,1
Where can you watch it?,where can you watch it,1
YIFY,yify,1
Yeah refreshers from Bible and Torah horror movies 😂,yeah refreshers from bible and torah horror movies,1
jin hoo from squidggaames,jin hoo from squidgtidakames,1
I I love this movie so much that I do rewatch it a little often.,i i love this movie so much that i do rewatch it a little often,1
Where can I watch this movie?,where can i watch this movie,1
 @moonvr_802 cinema,moonvrcinema,1
 @moonvr_802 Have u seen this movie yet my friend? Still need a place/site to watch this movie at friend??,moonvrhave u seen this movie yet my friend still need a placesite to watch this movie at friend,1
Plz tell where can i watch this 😭,plz tell where can i watch this,1
 @B.s_21 ​​⁠Have u seen this movie yet my friend? Still need a place/site to watch this movie at yo???,bshave u seen this movie yet my friend still need a placesite to watch this movie at yo,1
​loklok @B.s_21 ,loklokbs,1
That’s like a top 10 movie of all time when you’re talking about Korea horror movies my friend 💯💯💯 It’s that freaking good yo!,thats like a top movie of all time when youre talking about korea horror movies my friend its that freaking good yo,2
Absolutely 💯,absolutely,1
Idk this was good as hell,idk this was good as hell,1
"the movie where he fights in the hallway is called Old Boy, it's a must watch. I saw the devil was good too that's one of my favorite",the movie where he fights in the hallway is called old boy its a must watch i saw the devil was good too thats one of my favorite,1
" @kenyaswallow5782  It's in my top 5 films of all time.  I lived in S. Korea the year after OldBoy had cleaned up at the box office.  The girl I was dating at the time, recommended I watch it.  I ended up buying the DVD and watching it a good 20 times now.",kenyaswallow its in my top films of all time i lived in s korea the year after oldboy had cleaned up at the box office the girl i was dating at the time recommended i watch it i ended up buying the dvd and watching it a good times now,2
Are you aware that the girl from the ring is white as snow,are you aware that the girl from the ring is white as snow,1
 @marielfechik2049  maybe they meant the original movie which was Japanese (Sadako),marielfechik maybe they meant the original movie which was japanese sadako,1
Check out your local movie theater...,check out your local movie theater,1
Sflix,sflix,1
In English available?,in english available,1
​ @adityghosh9097 no🤧🤧,adityghoshno,1
Where to watch',where to watch,1
What??? Are u serious??? It was a 2 hours & 13 mins movie so it was more than long enuff my friend. But honestly I kinda get what u mean tho bcuz it’s just so good that time kinda flew by when watching this dope ass movie ya kno? If it was 2 hours & 45 mins or a 3 hours total movie? I think the time would’ve still flew by like it was nuthin imho 💯💯💯 Don’t u just love it when a long ass movie that you’re watching & the time flies by like it was nuthin? Reminds me of The Lord of The Rings trilogy movies ya kno? The Fellowship of The Ring flew by like it was nuthin & same goes for The Twin Towers 💯💯💯,what are u serious it was a hours mins movie so it was more than long enuff my friend but honestly i kinda get what u mean tho bcuz its just so good that time kinda flew by when watching this dope ass movie ya kno if it was hours mins or a hours total movie i think the time wouldve still flew by like it was nuthin imho dont u just love it when a long ass movie that youre watching the time flies by like it was nuthin reminds me of the lord of the rings trilogy movies ya kno the fellowship of the ring flew by like it was nuthin same goes for the twin towers,1
​ @FeezFBaby perhaps he was drunk while writing this comment or may be he wanted 4 hour film🫡🫡,feezfbabyperhaps he was drunk while writing this comment or may be he wanted hour film,1
​ @FeezFBaby where did u watch,feezfbabywhere did u watch,1
Let me know when you do plz. @prele ,let me know when you do plzprele,1
"Okay, so which one is better?  @prele ",okay so which one is better prele,1
 @TheEnnisfan  They are different but Wailing is scarier for me,theennisfan they are different but wailing is scarier for me,1
How could you think it was a comedic movie?,how could you think it was a comedic movie,1
" @jiminswriter4209 You know as a busy working adult , you don't have time or lazy to read synopsis. Plus you have other movie choices. What I did just watch this trailer, the front part of it seemingly comical with some actors making funny face. Maybe I didn't finish watch this trailer and decided this is the movie and straightaway  buy the ticket.",jiminswriteryou know as a busy working adult you dont have time or lazy to read synopsis plus you have other movie choices what i did just watch this trailer the front part of it seemingly comical with some actors making funny face maybe i didnt finish watch this trailer and decided this is the movie and straightaway buy the ticket,1
The first half was good but the later half is not giving.. No hate tho it's just my opinion.. also I don't think it's conjuring level.,the first half was good but the later half is not giving no hate tho its just my opinion also i dont think its conjuring level,1
Lmao you need to watch more horror movies if that's the best movie you can reference.,lmao you need to watch more horror movies if thats the best movie you can reference,1
"what is even conjuring level lmao, Korean thrillers are on different level",what is even conjuring level lmao korean thrillers are on different level,1
